Date,Company,State,City,Level,Working Mode,Average_salary
2024-06-23,Paypal,Oregon,Oregon,Mid-level,On-Site,231900.0
2024-06-23,"Amazon Development Center U.s., Inc.",Oregon,Portland,Mid-level,On-Site,136000.0
2024-06-23,"Amazon Development Center U.s., Inc.",Oregon,Portland,Senior,On-Site,150400.0
2024-06-23,Intel,Oregon,Hillsboro,Mid-level,On-Site,154955.0
2024-06-23,Recruiting From Scratch,Oregon,Portland,Lead,On-Site,160000.0
2024-06-23,Intel,Oregon,Hillsboro,Manager,On-Site,223610.0
2024-06-23,Recruiting From Scratch,Oregon,Portland,Senior,On-Site,165000.0
2024-06-23,Public Health Management Corporation,Pennsylvania,Philadelphia,Senior,On-Site,70000.0
2024-06-23,Highmark Health,Pennsylvania,Pennsylvania,Senior,On-Site,170800.0
2024-06-23,Duolingo,Pennsylvania,Pittsburgh,Senior,On-Site,219250.0
2024-06-23,Pnc Financial Services Group,Pennsylvania,Pittsburgh,Manager,On-Site,192075.0
2024-06-23,B. Braun Medical Inc,Pennsylvania,Bethlehem,Mid-level,On-Site,98777.5
2024-06-23,Dreamline,Pennsylvania,Warminster,Senior,On-Site,85000.0
2024-06-23,Commonwealth Of Pa,Pennsylvania,Dauphin County,Mid-level,On-Site,48607.0
2024-06-23,Erie Insurance,Pennsylvania,Erie,Senior,On-Site,110711.0
2024-06-23,Zs Associates,Pennsylvania,Philadelphia,Manager,On-Site,215000.0
2024-06-23,The University Of Pittsburgh,Pennsylvania,Pittsburgh,Mid-level,On-Site,62553.0
2024-06-23,Erie Insurance,Pennsylvania,Erie,Mid-level,On-Site,174206.0
2024-06-23,Highmark Health,Pennsylvania,Pennsylvania,Senior,On-Site,78900.0
2024-06-23,Proteam Solutions Inc.,Pennsylvania,Philadelphia,Mid-level,On-Site,102500.0
2024-06-23,Chubb,Pennsylvania,Philadelphia,Senior,On-Site,125250.0
2024-06-23,The Cigna Group,Pennsylvania,Philadelphia,Senior,On-Site,145450.0
2024-06-23,Duolingo,Pennsylvania,Pittsburgh,Senior,On-Site,219750.0
2024-06-23,The Cigna Group,Pennsylvania,Philadelphia,Senior,Hybrid,161900.0
2024-06-23,Chubb,Pennsylvania,Philadelphia,Lead,On-Site,160250.0
2024-06-23,Meta,Pennsylvania,Pittsburgh,Mid-level,On-Site,214000.0
2024-06-23,Cadent,Pennsylvania,Philadelphia,Senior,On-Site,137500.0
2024-06-23,Motional,Pennsylvania,Pittsburgh,Senior,On-Site,196500.0
2024-06-23,Recruiting From Scratch,Pennsylvania,Philadelphia,Lead,On-Site,160000.0
2024-06-23,Recruiting From Scratch,Pennsylvania,Philadelphia,Senior,On-Site,165000.0
2024-06-23,Us National Institutes Of Health,Remote,Remote,Mid-level,On-Site,127149.0
2024-06-23,Honor,Remote,Remote,Mid-level,On-Site,205850.0
2024-06-23,Centers For Disease Control And Prevention,Remote,Remote,Mid-level,On-Site,117939.5
2024-06-23,Meta,Remote,Remote,Mid-level,On-Site,243500.0
2024-06-23,American Institutes For Research,Remote,Remote,Mid-level,On-Site,125000.0
2024-06-23,Tantus Technologies,Remote,Remote,Mid-level,On-Site,157500.0
2024-06-23,Spring Health,Remote,Remote,Senior,On-Site,159100.0
2024-06-23,Tantus Technologies,Remote,Remote,Mid-level,On-Site,157500.0
2024-06-23,Coinbase,Remote,Remote,Senior,On-Site,190550.0
2024-06-23,Wex Inc.,Remote,Remote,Mid-level,On-Site,157500.0
2024-06-23,Altria,Remote,Remote,Manager,On-Site,158875.0
2024-06-23,At Cars Commerce,Remote,Remote,Mid-level,On-Site,102750.0
2024-06-23,Ejj Healthtech,Remote,Remote,Senior,On-Site,187500.0
2024-06-23,Tantus Technologies,Remote,Remote,Mid-level,On-Site,170000.0
2024-06-23,Clinvia Llc,Remote,Remote,Mid-level,On-Site,152500.0
2024-06-23,Cvs Health,Remote,Remote,Mid-level,On-Site,120000.0
2024-06-23,Kite Pharma,Remote,Remote,Associate,On-Site,199485.0
2024-06-23,Cab Tek,Remote,Remote,Senior,On-Site,94008.63500000001
2024-06-23,Management Advisor,Remote,Remote,Mid-level,On-Site,161500.0
2024-06-23,Samsara,Remote,Remote,Mid-level,On-Site,187412.5
2024-06-23,Confidential,Remote,Remote,Mid-level,On-Site,200000.0
2024-06-23,Warman O'brien,Remote,Remote,Senior,On-Site,160000.0
2024-06-23,Samsara,Remote,Remote,Senior,On-Site,164923.0
2024-06-23,Ust Global,Remote,Remote,Mid-level,On-Site,121000.0
2024-06-23,Cvs Health,Remote,Remote,Manager,On-Site,195000.0
2024-06-23,Mantech,Remote,Remote,Mid-level,On-Site,119900.0
2024-06-23,Inclin,Remote,Remote,Manager,On-Site,163629.5
2024-06-23,Ceros,Remote,Remote,Mid-level,On-Site,130000.0
2024-06-23,Alto Pharmacy,Remote,Remote,Mid-level,On-Site,216000.0
2024-06-23,Coinbase,Remote,Remote,Senior,On-Site,60261.0
2024-06-23,Cvs Health,Remote,Remote,Mid-level,On-Site,164841.0
2024-06-23,Meta,Remote,Remote,Manager,On-Site,243500.0
2024-06-23,Msi Group Ltd,Remote,Remote,Mid-level,On-Site,155000.0
2024-06-23,Wex Inc.,Remote,Remote,Senior,On-Site,131500.0
2024-06-23,Ebay,Remote,Remote,Mid-level,On-Site,145675.0
2024-06-23,Mantech,Remote,Remote,Mid-level,On-Site,119900.0
2024-06-23,Karyopharm Therapeutics Inc.,Remote,Remote,Mid-level,On-Site,217500.0
2024-06-23,Dotdash Meredith,Remote,Remote,Mid-level,On-Site,161500.0
2024-06-23,Management Advisor,Remote,Remote,Senior,On-Site,136000.0
2024-06-23,Cvs Health,Remote,Remote,Mid-level,On-Site,139050.0
2024-06-23,Lumeris,Remote,Remote,Mid-level,On-Site,157050.0
2024-06-23,Cvs Health,Remote,Remote,Lead,On-Site,235000.0
2024-06-23,Integral Ad Science,Remote,Remote,Senior,On-Site,158650.0
2024-06-23,Blue Yonder,Remote,Remote,Mid-level,On-Site,155917.33000000002
2024-06-23,Dotdash Meredith,Remote,Remote,Senior,On-Site,136000.0
2024-06-23,Motional,Remote,Remote,Senior,On-Site,196500.0
2024-06-23,Comity,Remote,Remote,Manager,On-Site,200000.0
2024-06-23,Tecton,Remote,Remote,Manager,On-Site,184000.0
2024-06-23,Source Select Group,Remote,Remote,Manager,On-Site,160000.0
2024-06-23,Blanchard,Remote,Remote,Mid-level,On-Site,136400.0
2024-06-23,Weights & Biases,Remote,Remote,Mid-level,remote,162500.0
2024-06-23,Saab Inc.,Remote,Remote,Senior,On-Site,179400.0
2024-06-23,Fico,Remote,Remote,Lead,On-Site,135000.0
2024-06-23,Ntt Data,Remote,Remote,Mid-level,On-Site,180400.0
2024-06-23,Sartorius,Remote,Remote,Senior,Remote,155000.0
2024-06-23,Digitalocean,Remote,Remote,Mid-level,On-Site,235000.0
2024-06-23,"R1 Rcm, Inc.",Remote,Remote,Lead,On-Site,106093.0
2024-06-23,Thrivent,Remote,Remote,Manager,On-Site,156925.0
2024-06-23,Mibura Incorporated,Remote,Remote,Mid-level,On-Site,170000.0
2024-06-23,Sartorius,Remote,Remote,Senior,Hybrid,155000.0
2024-06-23,Syneos - Clinical And Corporate - Prod,Remote,Remote,Mid-level,On-Site,135350.5
2024-06-23,Thrivent,Remote,Remote,Mid-level,On-Site,149452.0
2024-06-23,"R1 Rcm, Inc.",Remote,Remote,Manager,On-Site,72495.5
2024-06-23,Ebay,Remote,Remote,Senior,On-Site,269575.0
2024-06-23,Saviynt,Remote,Remote,Mid-level,On-Site,210000.0
2024-06-23,State Of Washington,Remote,Remote,Senior,On-Site,98052.0
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Senior,On-Site,151667.5
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Mid-level,On-Site,121500.0
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Lead,On-Site,196086.25
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Mid-level,On-Site,147358.5
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Lead,On-Site,180375.0
2024-06-23,Fm Global,Rhode Island,Johnston,Mid-level,On-Site,107750.0
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Senior,On-Site,151667.5
2024-06-23,Cvs Health,Rhode Island,Woonsocket,Mid-level,On-Site,155000.0
2024-06-23,Fm Global,Rhode Island,Johnston,Mid-level,On-Site,139250.0
2024-06-23,Fm Global,Rhode Island,Johnston,Mid-level,On-Site,139250.0
2024-06-23,Proit Inc.,Rhode Island,Woonsocket,Mid-level,On-Site,110000.0
2024-06-23,Recruiting From Scratch,Rhode Island,Providence,Lead,On-Site,160000.0
2024-06-23,Recruiting From Scratch,Rhode Island,Providence,Senior,On-Site,165000.0
2024-06-23,Booz Allen,South Carolina,Shaw AFB,Mid-level,On-Site,123800.0
2024-06-23,Musc,South Carolina,Charleston,Mid-level,On-Site,31995.0
2024-06-23,State Of South Carolina,South Carolina,Columbia,Mid-level,On-Site,53957.0
2024-06-23,State Of South Carolina,South Carolina,Charleston,Senior,On-Site,64885.5
2024-06-23,St. Jude Children's Research Hospital,Tennessee,Memphis,Mid-level,On-Site,120640.0
2024-06-23,Ramsey Solutions,Tennessee,Nashville,Senior,On-Site,97500.0
2024-06-23,Cedent,Tennessee,Nashville,Mid-level,On-Site,165000.0
2024-06-23,Pager Health,Tennessee,Franklin,Mid-level,Remote,180700.0
2024-06-23,University Of Tennessee - Knoxville,Tennessee,Knoxville,Mid-level,On-Site,67500.0
2024-06-23,St. Jude Children's Research Hospital,Tennessee,Memphis,Senior,On-Site,120640.0
2024-06-23,The Cigna Group,Tennessee,Chattanooga,Senior,Hybrid,161900.0
2024-06-23,Permanent General Assurance Corp.,Tennessee,Nashville,Manager,On-Site,194500.0
2024-06-23,Recruiting From Scratch,Tennessee,Nashville,Lead,On-Site,160000.0
2024-06-23,The General,Tennessee,Nashville,Manager,On-Site,194500.0
2024-06-23,Recruiting From Scratch,Tennessee,Memphis,Senior,On-Site,165000.0
2024-06-23,Sitewise Analytics,Texas,Dallas,Senior,On-Site,90000.0
2024-06-23,Annapurna Labs (u.s.) Inc.,Texas,Austin,Mid-level,On-Site,150400.0
2024-06-23,Pci Government Services,Texas,San Antonio,Senior,On-Site,85000.0
2024-06-23,Albertsons Companies,Texas,Plano,Mid-level,On-Site,181600.0
2024-06-23,Adobe,Texas,Austin,Mid-level,On-Site,152950.0
2024-06-23,Charles Schwab,Texas,Austin,Manager,On-Site,168938.0
2024-06-23,Tiaa,Texas,Frisco,Lead,On-Site,136200.0
2024-06-23,Brookwoods Group,Texas,Spring,Mid-level,On-Site,185000.0
2024-06-23,Usaa,Texas,San Antonio,Mid-level,remote,265915.0
2024-06-23,Jll,Texas,Dallas,Mid-level,On-Site,95000.0
2024-06-23,Amazon.com Services Llc,Texas,Austin,Mid-level,On-Site,136000.0
2024-06-23,Visa,Texas,Austin,Mid-level,On-Site,224725.0
2024-06-23,Srs Distribution - Mckinney,Texas,McKinney,Mid-level,On-Site,98450.0
2024-06-23,Meta,Texas,Austin,Mid-level,On-Site,140000.0
2024-06-23,Clearpointco.,Texas,Houston,Lead,On-Site,200000.0
2024-06-23,Agrisompo North America,Texas,Lubbock,Senior,On-Site,95000.0
2024-06-23,University Of Texas At Austin,Texas,Austin,Associate,On-Site,90000.0
2024-06-23,Vericast,Texas,San Antonio,Manager,On-Site,170000.0
2024-06-23,Ibm,Texas,Austin,Mid-level,On-Site,155500.0
2024-06-23,Sam's Club,Texas,McKinney,Senior,On-Site,135000.0
2024-06-23,Atika Technologies,Texas,Irving,Mid-level,On-Site,122500.0
2024-06-23,The Cigna Group,Texas,Houston,Senior,Hybrid,161900.0
2024-06-23,Amazon.com Services Llc,Texas,Austin,Senior,On-Site,150400.0
2024-06-23,Citi,Texas,Irving,Senior,On-Site,120500.0
2024-06-23,Iss,Texas,San Antonio,Mid-level,On-Site,125000.0
2024-06-23,Livanova,Texas,Houston,Mid-level,On-Site,202000.0
2024-06-23,Paypal,Texas,Austin,Senior,On-Site,165600.0
2024-06-23,Sprinklr,Texas,Texas,Mid-level,On-Site,156000.0
2024-06-23,Boeing,Texas,Dallas,Senior,On-Site,125000.0
2024-06-23,Equest Solutions,Texas,Dallas,Mid-level,On-Site,225000.0
2024-06-23,Blue Yonder,Texas,Dallas,Mid-level,On-Site,120047.95
2024-06-23,Sam's Club,Texas,Dallas,Mid-level,On-Site,135000.0
2024-06-23,Hewlett Packard,Texas,Austin,Senior,On-Site,200100.0
2024-06-23,Usaa,Texas,San Antonio,Lead,On-Site,168770.0
2024-06-23,Amazon.com Services Llc - A57,Texas,Dallas,Senior,On-Site,150400.0
2024-06-23,Adobe,Texas,Austin,Mid-level,On-Site,213350.0
2024-06-23,Usaa,Texas,San Antonio,Mid-level,On-Site,125990.0
2024-06-23,Amazon.com Services Llc,Texas,Austin,Mid-level,On-Site,179000.0
2024-06-23,Dharvi Academy,Texas,San Antonio,Mid-level,On-Site,39242.380000000005
2024-06-23,Humana,Texas,Irving,Associate,On-Site,242700.0
2024-06-23,Usaa,Texas,San Antonio,Mid-level,On-Site,222545.0
2024-06-23,Ehub Global,Texas,Dallas,Lead,On-Site,150000.0
2024-06-23,Clearpointco.,Texas,Houston,Senior,On-Site,165000.0
2024-06-23,Mckesson,Texas,Irving,Mid-level,On-Site,200700.0
2024-06-23,Usaa,Texas,San Antonio,Senior,On-Site,152780.0
2024-06-23,Amazon.com Services Llc,Texas,Austin,Mid-level,On-Site,150400.0
2024-06-23,Gartner,Texas,Irving,Mid-level,On-Site,91130.0
2024-06-23,Analog Devices,Texas,Dallas,Mid-level,On-Site,230000.0
2024-06-23,University Of Texas At Austin,Texas,Austin,Associate,On-Site,45000.0
2024-06-23,Amazon.com Llc,Texas,Austin,Mid-level,On-Site,150400.0
2024-06-23,Frontier Communications,Texas,Dallas,Senior,On-Site,107000.0
2024-06-23,Jpmorgan Chase & Co,Texas,Plano,Lead,On-Site,215500.0
2024-06-23,Meta,Texas,Austin,Mid-level,On-Site,254000.0
2024-06-23,The University Of Texas At Austin,Texas,Austin,Mid-level,On-Site,50000.0
2024-06-23,Paypal,Texas,Austin,Manager,On-Site,165600.0
2024-06-23,E-business International Inc,Texas,Irving,Mid-level,On-Site,122500.0
2024-06-23,Amazon.com Services Llc,Texas,Austin,Senior,On-Site,150400.0
2024-06-23,Cvs Health,Texas,Irving,Senior,On-Site,139050.0
2024-06-23,Qualcomm,Texas,Austin,Mid-level,On-Site,142000.0
2024-06-23,Usaa,Texas,San Antonio,Lead,On-Site,168770.0
2024-06-23,Annapurna Labs (u.s.) Inc.,Texas,Austin,Mid-level,On-Site,129300.0
2024-06-23,Mantech,Texas,San Antonio,Mid-level,On-Site,119900.0
2024-06-23,Meta,Texas,Austin,Manager,On-Site,159000.0
2024-06-23,Paypal,Texas,Texas,Manager,On-Site,110375.0
2024-06-23,University Of Texas At Dallas,Texas,Dallas,Mid-level,On-Site,100000.0
2024-06-23,Recruiting From Scratch,Texas,Watauga,Lead,On-Site,160000.0
2024-06-23,Siri Infosolutions Inc,Texas,Austin,Mid-level,On-Site,142500.0
2024-06-23,Paypal,Texas,Texas,Mid-level,On-Site,231900.0
2024-06-23,Meta,Texas,Austin,Mid-level,On-Site,130700.0
2024-06-23,Appfolio,Texas,Dallas,Mid-level,On-Site,120000.0
2024-06-23,Intel,Texas,Austin,Manager,On-Site,223610.0
2024-06-23,Clearpointco.,Texas,Houston,Senior,On-Site,132500.0
2024-06-23,University Of Texas At Austin,Texas,Austin,Associate,On-Site,104250.0
2024-06-23,Hewlett Packard,Texas,Spring,Senior,On-Site,205100.0
2024-06-23,Capital Group Companies,Texas,San Antonio,Mid-level,On-Site,235209.0
2024-06-23,Ntt,Texas,Austin,Senior,On-Site,159900.0
2024-06-23,Meta,Texas,Austin,Mid-level,On-Site,169500.0
2024-06-23,Shi International Corp.,Texas,Austin,Mid-level,On-Site,150000.0
2024-06-23,Ey,Texas,Dallas,Mid-level,On-Site,153149.0
2024-06-23,Samsara,Texas,Houston,Mid-level,On-Site,207107.5
2024-06-23,Civitas Resources Inc,Texas,The Woodlands,Senior,On-Site,200000.0
2024-06-23,City Of San Antonio,Texas,San Antonio,Senior,On-Site,72672.6
2024-06-23,Booz Allen,Texas,San Antonio,Mid-level,On-Site,158350.0
2024-06-23,Recruiting From Scratch,Texas,Fort Worth,Senior,On-Site,165000.0
2024-06-23,Bill.com,Utah,Draper,Senior,On-Site,118450.0
2024-06-23,Bill.com,Utah,Draper,Senior,On-Site,118450.0
2024-06-23,Meta,Utah,Eagle Mountain,Lead,On-Site,158499.0
2024-06-23,"Us Veterans Affairs, Inspector General",Utah,Salt Lake City,Mid-level,On-Site,157049.0
2024-06-23,Us Department Of Transportation - Agency Wide,Utah,Salt Lake City,Mid-level,On-Site,140529.0
2024-06-23,Us Department Of Transportation - Agency Wide,Utah,Salt Lake City,Mid-level,On-Site,103494.0
2024-06-23,Recruiting From Scratch,Utah,Provo,Lead,On-Site,160000.0
2024-06-23,Recruiting From Scratch,Utah,Provo,Senior,On-Site,165000.0
2024-06-23,"Lantana Consulting Group, Inc.",Vermont,Vermont,Mid-level,On-Site,140000.0
2024-06-23,University Of Vermont,Vermont,Burlington,Associate,On-Site,60899.0
2024-06-23,Caci,Virginia,Charlottesville,Mid-level,On-Site,138750.0
2024-06-23,Inspire Corporation,Virginia,Springfield,Mid-level,On-Site,162500.0
2024-06-23,Mckesson,Virginia,Richmond,Senior,On-Site,165600.0
2024-06-23,Northrop Grumman,Virginia,Virginia,Mid-level,On-Site,109000.0
2024-06-23,Bwx Technologies,Virginia,Lynchburg,Mid-level,On-Site,79500.0
2024-06-23,Ysi,Virginia,North Chesterfield,Mid-level,On-Site,97500.0
2024-06-23,Navy Federal Credit Union,Virginia,Winchester,Senior,On-Site,135587.5
2024-06-23,Booz Allen,Virginia,Chantilly,Mid-level,On-Site,123800.0
2024-06-23,Novul Solutions,Virginia,Lorton,Mid-level,On-Site,175000.0
2024-06-23,Tresume,Virginia,Ashburn,Manager,On-Site,57500.0
2024-06-23,General Dynamics Information Technology,Virginia,McLean,Mid-level,On-Site,179691.0
2024-06-23,Northrop Grumman,Virginia,Fort Belvoir,Mid-level,On-Site,147500.0
2024-06-23,Booz Allen,Virginia,Arlington,Mid-level,On-Site,123800.0
2024-06-23,Durandal Inc.,Virginia,Charlottesville,Mid-level,On-Site,125000.0
2024-06-23,Mckesson,Virginia,Richmond,Mid-level,On-Site,198400.0
2024-06-23,Northrop Grumman,Virginia,Virginia,Mid-level,On-Site,147500.0
2024-06-23,"Global Cel Associates, Llc",Virginia,Sterling,Mid-level,On-Site,151807.0
2024-06-23,Leidos,Virginia,Virginia,Mid-level,On-Site,142350.0
2024-06-23,Northrop Grumman,Virginia,Virginia,Lead,On-Site,147500.0
2024-06-23,Mantech,Virginia,Ashburn,Mid-level,On-Site,119900.0
2024-06-23,"Amazon Web Services, Inc.",Virginia,Arlington,Mid-level,On-Site,118200.0
2024-06-23,Booz Allen,Virginia,Langley AFB,Mid-level,On-Site,98650.0
2024-06-23,Swish Data,Virginia,Alexandria,Senior,On-Site,185000.0
2024-06-23,Leidos,Virginia,Virginia,Mid-level,On-Site,171550.0
2024-06-23,Gartner,Virginia,Virginia,Mid-level,On-Site,178400.0
2024-06-23,Booz Allen,Virginia,Ashburn,Senior,On-Site,205300.0
2024-06-23,Dept Of Corr - Central Admin,Virginia,Virginia,Associate,On-Site,249973.0
2024-06-23,Leidos,Virginia,Virginia,Senior,On-Site,171550.0
2024-06-23,Northrop Grumman,Virginia,Virginia,Mid-level,On-Site,147500.0
2024-06-23,Leidos,Virginia,Virginia,Mid-level,On-Site,171550.0
2024-06-23,Northrop Grumman,Virginia,Virginia,Mid-level,On-Site,182900.0
2024-06-23,Leidos,Virginia,Virginia,Mid-level,On-Site,171550.0
2024-06-23,Starbucks,Washington,Seattle,Mid-level,On-Site,128950.0
2024-06-23,Uber,Washington,Seattle,Mid-level,On-Site,203000.0
2024-06-23,Uber,Washington,Seattle,Mid-level,On-Site,203000.0
2024-06-23,"T-mobile Usa, Inc.",Washington,Bellevue,Mid-level,On-Site,136025.315
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,125500.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,125500.0
2024-06-23,Expedia Group,Washington,Seattle,Senior,On-Site,277000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,97500.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,"T-mobile Usa, Inc.",Washington,Bellevue,Senior,On-Site,162050.0
2024-06-23,"Amazon Development Center U.s., Inc.",Washington,Seattle,Mid-level,On-Site,125500.0
2024-06-23,Tiktok,Washington,Seattle,Mid-level,On-Site,271000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129400.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,179000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Uber,Washington,Seattle,Senior,On-Site,174000.0
2024-06-23,Tiktok,Washington,Seattle,Graduate,On-Site,143575.0
2024-06-23,Washington State Health Care Authority,Washington,Olympia,Senior,On-Site,98052.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,125500.0
2024-06-23,Microsoft,Washington,Redmond,Mid-level,On-Site,145750.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,223300.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,187400.0
2024-06-23,Zoominfo Technologies Llc,Washington,Vancouver,Mid-level,On-Site,228000.0
2024-06-23,Amazon.com Services Llc - A57,Washington,Bellevue,Manager,On-Site,142300.0
2024-06-23,Ge Healthcare,Washington,Bellevue,Mid-level,On-Site,222870.0
2024-06-23,Amazon.com Services Llc - A57,Washington,Seattle,Senior,On-Site,150400.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,115100.0
2024-06-23,Amazon.com Services Llc - A57,Washington,Seattle,Mid-level,On-Site,143300.0
2024-06-23,Nvidia,Washington,Redmond,Manager,On-Site,305500.0
2024-06-23,Apple,Washington,Seattle,Manager,On-Site,237500.0
2024-06-23,Microsoft,Washington,Redmond,Mid-level,On-Site,145750.0
2024-06-23,Saltchuk,Washington,Seattle,Senior,On-Site,105000.0
2024-06-23,Tiktok,Washington,Seattle,Graduate,On-Site,187625.0
2024-06-23,Tiktok,Washington,Seattle,Senior,On-Site,260775.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Senior,On-Site,150400.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Manager,On-Site,142300.0
2024-06-23,Stoitech,Washington,Seattle,Mid-level,On-Site,190000.0
2024-06-23,"Amazon Development Center U.s., Inc.",Washington,Seattle,Mid-level,On-Site,150400.0
2024-06-23,Walmart,Washington,Bellevue,Mid-level,On-Site,198000.0
2024-06-23,"Amazon Web Services, Inc.",Washington,Seattle,Senior,On-Site,143300.0
2024-06-23,Microsoft,Washington,Redmond,Senior,On-Site,173200.0
2024-06-23,Microsoft,Washington,Redmond,Senior,On-Site,165200.0
2024-06-23,"Amazon Web Services, Inc. - A97",Washington,Seattle,Senior,On-Site,143300.0
2024-06-23,Tiktok,Washington,Seattle,Graduate,On-Site,143575.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129300.0
2024-06-23,"Amazon Development Center U.s., Inc.",Washington,Seattle,Mid-level,On-Site,129300.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,125500.0
2024-06-23,Amazon.com Services Llc - A57,Washington,Seattle,Mid-level,On-Site,179000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Manager,On-Site,165500.0
2024-06-23,"Amazon Data Services, Inc.",Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,143300.0
2024-06-23,Discover Financial Services,Washington,Washington State,Lead,On-Site,122900.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Senior,On-Site,208300.0
2024-06-23,"Brooks Sports, Inc",Washington,Seattle,Senior,On-Site,120448.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,136000.0
2024-06-23,Microsoft,Washington,Redmond,Mid-level,On-Site,195200.0
2024-06-23,"Amazon Web Services, Inc.",Washington,Seattle,Mid-level,On-Site,83100.0
2024-06-23,Microsoft,Washington,Redmond,Manager,On-Site,217550.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Llc,Washington,Seattle,Mid-level,On-Site,179000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,136000.0
2024-06-23,Microsoft,Washington,Redmond,Mid-level,On-Site,195200.0
2024-06-23,Uber,Washington,Seattle,Mid-level,On-Site,149000.0
2024-06-23,Meta,Washington,Seattle,Manager,On-Site,173500.0
2024-06-23,Hii,Washington,Bremerton,Mid-level,On-Site,55000.0
2024-06-23,State Of Washington Health Care Authority,Washington,Olympia,Senior,On-Site,98052.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,179000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,105700.0
2024-06-23,Tiktok,Washington,Seattle,Mid-level,On-Site,237500.0
2024-06-23,Microsoft,Washington,Redmond,Senior,On-Site,173200.0
2024-06-23,"Amazon Web Services, Inc.",Washington,Bellevue,Mid-level,On-Site,136000.0
2024-06-23,Meta,Washington,Redmond,Mid-level,On-Site,175500.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,187400.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,187400.0
2024-06-23,Amazon Us Services Llc,Washington,Bellevue,Mid-level,On-Site,150400.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129300.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,179000.0
2024-06-23,Meta,Washington,Redmond,Mid-level,On-Site,175500.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129300.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,129300.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,223300.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Senior,On-Site,150400.0
2024-06-23,"Amazon Development Center U.s., Inc. - B02",Washington,Seattle,Mid-level,On-Site,179000.0
2024-06-23,Oculus,Washington,Redmond,Mid-level,On-Site,175500.0
2024-06-23,Apple,Washington,Seattle,Mid-level,On-Site,187400.0
2024-06-23,Amazon.com Services Llc,Washington,Bellevue,Mid-level,On-Site,136000.0
2024-06-23,Amazon.com Services Llc,Washington,Seattle,Mid-level,On-Site,150400.0
2024-06-23,Microsoft,Washington,Redmond,Senior,On-Site,173200.0
